1	2	107	131	283	2009	50301
1	2	139	127	0	2008	19396
1	0	0	0	0	0	0
2	1	140	133	0	2005	18236
5	2	162	0	0	2007	10216
1	0	0	0	0	0	0
1	1	158	127	0	2009	18289
1	1	159	0	214	2009	18367
1	1	128	0	282	2009	0
1	1	146	116	215	2007	18582
1	1	160	140	0	2006	18558
1	1	128	139	0	2006	3284
4	0	0	0	0	0	0
2	0	0	0	0	0	0
1	2	115	116	229	2007	4233
1	0	0	0	206	2009	0
2	1	158	133	231	2004	50331
1	1	115	127	213	2007	18294
1	1	128	114	214	2009	18555
1	2	107	0	0	2007	18548
1	2	123	143	0	2006	18543
1	2	136	113	0	2008	0
1	1	115	0	0	2006	18267
1	2	156	118	283	2009	0
1	1	156	0	229	2008	18590
1	1	154	0	0	2006	18412
1	2	140	0	0	2008	18446
1	1	107	157	212	2009	6552
1	2	135	0	0	0	50173
1	1	146	133	210	0	0
2	1	128	0	0	2005	15244
1	2	123	167	0	2005	50050
1	2	138	0	214	2008	18166
1	2	132	123	0	2007	18236
1	2	117	0	202	2008	50003
1	1	140	0	0	2008	18294
1	1	154	0	210	2004	18591
1	2	0	0	219	2009	58523
2	1	154	113	0	2003	18559
2	2	141	0	0	2005	22271
1	2	127	124	0	2006	18598
1	1	141	0	0	2007	18559
2	1	169	0	0	2004	18269
1	1	118	0	0	2007	9214
5	0	0	0	0	0	0
2	0	0	0	0	2003	18427
2	1	140	157	0	2005	18246
1	1	139	118	233	2007	18696
2	2	122	139	0	2004	18330
5	1	173	0	0	2009	9139
2	0	116	0	0	2003	18559
1	2	107	0	291	2009	0
1	2	0	0	205	2008	2333
1	2	107	0	214	2009	52205
1	2	127	0	217	2006	18553
1	1	176	0	0	2007	9241
1	1	115	0	0	2008	18302
1	1	156	0	0	2005	51733
1	2	106	0	0	2008	25278
1	2	156	174	214	2009	18245
1	1	115	0	0	0	0
1	2	141	143	234	2006	18243
2	2	122	132	280	2005	18352
1	1	132	0	203	2009	18311
1	1	133	118	209	2006	18230
1	1	0	0	292	2009	50064
5	1	139	0	0	2009	7315
1	2	140	0	220	2008	18330
1	1	135	0	232	2007	18560
2	1	0	0	0	2005	18441
1	1	115	0	0	2006	18585
1	1	154	0	0	2006	50280
1	1	0	0	292	2009	3735
1	2	107	127	217	2006	18438
1	2	139	135	0	2005	18164
1	2	106	107	0	2004	18587
1	1	165	144	0	2006	0
1	1	107	128	214	2009	50449
2	1	118	0	0	2005	18188
2	2	107	0	0	2005	50025
1	2	107	0	0	2008	9563
2	1	107	0	229	2005	18246
5	1	157	0	0	2008	18320
1	1	116	132	224	2008	18294
1	1	140	0	229	2008	18369
1	2	155	0	289	2008	51177
1	1	159	0	0	2007	21119
1	1	153	0	218	2009	18171
2	1	121	0	0	2004	8570
1	2	0	0	214	2009	61118
5	1	174	0	0	2005	18294
1	1	115	176	0	2007	25281
2	2	139	0	0	2004	18554
1	2	153	153	0	2006	18289
1	2	156	0	0	2006	25387
1	1	141	167	282	2006	18243
1	1	144	128	214	2008	18327
1	1	115	116	0	2008	18554
1	1	156	144	228	2005	18243
1	1	123	158	282	2008	18443
1	1	0	0	221	2007	2734
2	2	107	0	0	2005	9214
1	2	0	0	292	2009	50693
1	2	157	0	0	2008	18296
1	2	157	139	218	2009	18250
2	2	176	0	0	2005	18541
1	1	156	107	215	2007	50514
1	2	107	0	239	2008	55100
1	1	132	174	283	2009	18558
1	1	115	136	205	2008	18246
2	1	107	156	0	0	24093
1	2	115	139	0	2007	54063
1	2	133	126	291	2009	59747
1	1	116	160	218	2009	50688
2	1	140	117	0	2005	50232
1	1	127	144	0	2006	18590
2	1	109	127	0	2005	18245
2	2	120	0	0	2005	16265
1	1	167	0	209	2007	18202
1	1	123	0	0	2008	18246
1	1	115	146	209	2006	18419
1	2	156	0	0	2006	16386
1	1	156	107	209	2009	18236
1	1	139	118	0	2006	52279
1	1	156	123	0	2007	18450
1	0	0	0	0	0	0
1	1	128	144	290	2009	18670
1	1	169	163	0	0	17908
5	1	133	0	0	2006	18318
2	1	154	0	0	2004	50420
1	2	122	144	0	2006	54063
2	1	118	123	0	2005	18590
4	1	140	0	0	2005	18559
1	1	113	127	209	2008	18555
1	2	139	157	218	2009	22272
1	1	169	144	218	2009	18532
1	1	146	154	0	2007	16068
1	1	107	0	0	2006	26770
2	1	154	0	0	2005	18269
1	0	0	0	0	0	0
2	2	115	0	0	2004	18559
2	0	156	0	0	2005	50688
1	1	115	158	286	2008	50922
1	1	140	115	0	2007	18352
1	2	128	107	218	2009	18674
1	1	140	176	0	2006	18203
1	2	127	144	219	2009	18508
1	2	131	0	237	2007	50726
2	2	176	0	0	2005	25131
1	2	132	0	223	2008	50080
1	2	160	0	0	2008	18645
2	1	154	0	0	2005	50003
1	1	0	0	218	2009	51639
1	1	118	0	224	2008	18233
2	2	120	132	0	2004	18358
1	2	140	0	290	2008	18289
2	1	0	0	0	0	18208
1	1	115	107	220	2009	18269
1	1	115	0	0	2008	18342
1	2	140	0	218	2008	50003
1	2	127	117	220	2005	18202
1	1	115	116	214	2009	18366
1	0	0	0	0	0	0
1	1	165	0	233	2008	18330
1	2	116	116	204	2007	18230
1	1	140	144	224	2007	52986
2	1	156	0	0	2004	50358
1	2	107	0	214	2009	18295
1	1	139	144	212	2008	18673
1	1	118	123	0	2005	18495
1	2	156	0	214	2009	18555
1	0	0	0	0	2006	18246
1	1	160	0	0	2009	18376
1	2	107	122	223	2008	0
1	1	107	114	217	2007	3762
1	2	116	115	290	2008	0
1	2	116	133	204	2008	18559
1	1	139	143	229	2006	18557
1	2	107	0	0	2007	50046
1	2	107	144	214	2009	18558
1	1	158	0	292	2009	18675
1	1	140	0	227	0	18604
1	2	115	116	0	2007	18258
1	2	120	0	220	0	18245
1	1	115	140	220	2008	16388
2	1	140	0	0	2004	0
1	1	0	0	228	0	18245
1	1	144	107	220	2007	18696
2	1	140	0	0	2004	18559
1	1	157	0	281	0	18346
2	2	143	0	0	2002	18696
2	1	159	0	229	2005	18675
1	1	107	122	211	2009	57524
1	1	174	0	213	0	0
1	2	115	156	210	2009	25825
1	1	160	115	292	2009	18555
1	1	176	140	0	2008	18683
1	1	127	0	214	0	50049
2	1	140	127	0	2004	18670
1	0	118	121	291	2008	18509
1	2	140	0	206	2007	18412
1	2	159	0	0	2005	18623
1	1	154	146	229	2007	0
1	2	139	135	243	2008	50087
1	1	0	0	220	2008	18696
2	1	156	109	0	2005	53299
1	0	0	0	0	0	0
1	1	156	143	0	2006	18211
1	1	159	0	258	2006	0
1	1	127	0	0	2007	50018
1	1	107	0	0	2004	52520
1	0	0	0	0	0	0
1	1	115	144	221	2009	18289
1	1	161	158	214	2009	0
5	2	158	0	0	2005	18267
1	0	0	0	0	0	0
1	2	118	0	220	2008	18649
1	1	156	0	292	2009	18405
1	2	115	0	211	2007	18426
1	2	139	127	291	2007	18266
1	2	174	112	219	2009	19968
2	2	107	0	0	2005	3159
1	1	116	126	283	2009	18406
1	1	115	140	214	2008	4800
1	2	158	163	213	2007	18294
1	1	132	0	203	2006	18657
2	1	128	139	266	2002	18166
2	1	140	148	0	2005	18321
1	2	0	0	292	2008	18163
1	2	115	0	210	0	0
1	2	115	0	281	2009	18586
1	1	132	0	214	2009	50961
1	2	128	122	221	2008	0
1	1	111	140	223	2007	18422
1	1	173	127	0	2006	51318
2	0	0	0	0	0	0
1	2	139	156	288	2008	25191
2	2	138	122	0	2005	18230
1	2	176	107	223	2008	18591
1	2	0	0	217	2008	18405
1	2	156	0	206	2006	18166
1	1	0	0	214	2009	50611
1	2	115	140	0	2007	0
1	1	0	0	214	2008	18171
1	1	0	0	283	2007	18268
1	2	116	107	281	2007	18559
1	2	139	133	224	2009	18437
1	1	160	0	0	0	17732
1	2	174	120	213	2009	18294
1	2	140	143	220	2008	18203
1	1	176	0	204	2007	50903
2	1	159	0	0	2005	51278
1	2	118	0	0	2006	18225
2	2	132	136	0	2003	18366
2	1	139	162	0	2003	18236
1	2	107	0	221	2007	18169
1	1	172	108	220	2008	51730
1	2	121	115	217	2009	18459
1	2	121	0	0	2007	1450
5	1	116	0	0	0	16142
5	1	120	0	0	0	5934
1	1	154	0	211	2009	18616
1	2	118	0	292	2007	18289
1	1	0	0	210	2005	0
1	1	167	0	228	2007	18670
1	2	118	176	0	2005	18211
1	1	160	144	205	2009	18589
2	1	154	0	0	2005	18192
1	2	176	140	0	2007	50449
1	2	156	0	221	2008	18418
1	1	118	127	0	2006	18654
1	1	110	123	286	2006	16546
5	1	167	0	0	0	22202
1	2	153	115	0	2006	18310
1	1	115	116	224	2006	18632
1	1	115	116	226	2007	18308
1	1	123	127	0	2006	18169
1	1	0	0	0	2008	18604
2	2	118	0	0	2003	18352
1	2	132	154	218	2009	18280
1	1	123	148	214	2007	18420
1	2	107	127	245	2006	23105
1	0	0	0	0	0	0
1	1	140	176	0	2006	18696
1	2	107	0	217	2009	18657
1	1	107	156	213	2008	18362
1	1	123	127	0	2007	22361
1	2	112	0	291	2009	17636
2	2	107	106	0	2003	18192
1	2	107	156	210	2009	18294
1	2	0	0	204	2009	0
1	1	123	127	210	2007	18376
2	2	156	144	0	2005	18254
2	1	116	144	0	0	0
1	2	110	127	251	2008	18427
2	2	121	0	0	0	0
1	2	176	107	277	2008	18696
1	2	0	0	285	2009	18366
1	1	0	0	218	2009	18553
1	1	140	0	0	2007	50922
1	0	132	0	0	0	18416
1	1	116	0	214	2008	51951
2	2	132	116	288	2001	50958
5	1	157	0	0	2008	18557
1	2	118	0	219	2006	18230
2	2	115	144	0	2004	51624
2	1	107	144	0	2005	16202
1	1	115	140	281	2009	18358
1	1	107	0	224	2007	19785
5	2	158	0	0	2004	18674
1	0	0	0	0	0	0
2	1	140	0	227	2005	18289
1	1	159	0	212	2008	18232
5	1	151	0	0	2007	18243
1	1	133	0	0	2008	7229
2	2	107	155	0	2005	16387
1	2	127	0	207	0	18560
1	1	158	0	0	2007	0
1	1	111	128	0	0	18555
1	1	159	169	210	2008	51608
1	1	140	0	232	2006	18339
1	1	156	123	227	2006	18343
1	1	115	116	0	2006	18698
1	2	156	154	0	2007	18526
1	1	123	139	219	2009	18245
1	1	0	0	214	2008	16384
1	2	107	139	239	2006	50049
1	1	115	107	0	2009	18555
1	0	123	143	0	0	0
1	1	154	123	0	2006	18282
1	1	139	128	291	0	61118
1	1	156	0	0	2007	18233
2	1	115	160	0	2004	18343
1	1	159	0	0	2007	18481
1	2	115	0	0	2007	18677
2	2	156	123	0	2001	18173
1	1	115	158	218	2008	18589
2	2	128	118	0	2003	18432
1	1	132	116	220	2009	51239
1	2	140	0	0	2005	18342
2	1	140	0	0	2005	3505
1	2	0	0	217	0	50025
1	1	140	144	0	2005	18238
1	2	138	133	279	2008	18590
1	2	107	144	239	2008	19155
1	2	0	0	216	2008	18316
1	2	139	0	223	0	18282
1	0	107	175	228	2007	0
1	1	111	158	224	2009	18371
1	1	153	0	0	2006	18652
1	2	176	0	236	2007	18604
1	1	176	140	221	2009	50064
2	2	127	122	242	2005	24027
1	1	115	129	204	2007	18211
1	2	174	0	221	2009	0
5	2	134	113	0	0	0
1	1	127	154	279	2007	18244
1	1	0	0	209	2009	50437
1	1	154	0	0	2007	18586
5	2	106	0	0	2006	0
5	2	151	0	0	2006	18559
1	1	115	153	214	2009	18406
2	2	156	0	0	2005	18173
1	2	107	106	291	2008	59747
1	1	128	157	213	2008	18330
1	1	122	129	0	2007	766
1	1	0	0	0	2008	18499
1	1	139	0	0	2006	18367
2	2	140	109	0	2005	50542
1	2	115	144	251	2008	4690
1	1	132	0	214	2008	18685
1	1	144	131	0	2006	18548
1	1	157	118	224	2008	18374
1	1	118	144	0	2007	18700
1	1	129	0	0	2006	18412
1	1	113	140	0	0	18558
1	1	118	0	221	0	25459
1	1	0	0	0	2008	54563
1	2	122	139	0	2007	0
1	1	128	144	0	2006	18171
1	0	0	0	0	0	0
1	1	139	0	203	2006	22412
1	1	115	0	292	2009	18222
1	1	115	0	0	2008	18517
1	1	131	0	0	2005	50625
1	2	132	138	0	2005	18294
1	1	140	0	218	2007	18185
1	2	174	0	214	0	18514
2	2	135	122	0	0	0
1	1	123	0	217	2009	18559
1	1	131	146	0	2007	18258
1	1	0	0	202	2009	54063
1	0	135	127	292	2007	18587
1	2	122	131	0	2006	25121
5	1	162	0	0	2007	18230
1	0	174	0	0	0	53467
1	2	123	126	206	2007	50930
1	1	119	144	0	2008	18675
1	2	115	0	0	2006	54063
1	1	113	127	0	2007	50064
1	2	133	0	0	2008	50449
1	1	113	0	0	2005	26118
1	1	133	0	0	2006	18559
5	1	158	175	229	2008	4431
1	1	116	0	203	2006	18340
2	2	141	139	242	2005	22412
1	2	136	118	254	2007	18439
1	1	107	0	224	2008	18233
1	1	158	0	218	2009	0
1	2	139	156	0	2006	17177
1	2	115	0	273	2007	18318
1	1	127	154	233	2007	18603
2	1	140	123	0	2004	0
1	2	0	0	210	2009	50449
1	1	107	144	292	2009	18342
2	1	169	0	0	2005	18568
1	1	0	0	0	2008	18342
1	2	156	0	224	2008	18504
1	1	140	144	205	0	18295
1	1	156	0	0	2005	18397
1	1	115	0	0	2006	18696
1	1	156	144	0	2006	18243
1	2	118	0	0	2005	22559
1	2	115	0	202	0	50688
1	1	159	0	291	2009	18553
2	1	115	0	0	2005	9070
1	2	107	0	239	2008	0
5	1	155	0	0	0	0
1	1	133	113	223	2008	4934
1	0	0	0	0	0	0
2	1	156	140	0	2005	59747
1	1	130	0	205	2006	0
1	1	146	0	0	2005	18634
5	2	134	132	0	2005	18558
1	0	176	140	0	2006	18419
1	1	119	0	215	2008	18202
1	1	127	0	219	2009	4031
1	1	107	113	284	2007	18590
2	2	141	122	210	2005	50049
1	1	132	0	209	2007	18494
1	1	154	0	226	2005	18252
2	2	107	0	0	2004	0
5	1	161	0	0	2006	54705
1	1	111	109	213	2007	18376
1	1	122	0	224	2009	50437
1	2	174	138	0	2006	54063
1	2	122	131	0	2006	18320
1	1	140	0	204	2006	22359
1	1	159	0	214	2009	18401
1	2	0	0	0	2008	18236
1	2	139	148	0	2006	18211
